test_id,dataset,task,capability,original,counterfactual,relation,minimality_score,grammaticality_score,label_validity_score,semantic_control_score,auto_quality_mean,human_validated,human_notes
mnli_bench_0089,mnli,nli,semantic_role_sensitivity,"It spoke of thousands of years, even before the times of the old empire. [SEP] The old Empire is still ongoing.","It spoke of thousands of years, even before the times of the old empire. [SEP] The old Empire is still ongoing.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0090,mnli,nli,semantic_role_sensitivity,"A portion of the nation's income, in turn, is saved, allowing for additional investment in domestic factories, equipment, and other forms of capital that workers use to produce more goods and services or for investment abroad. [SEP] All of the nation's income should be spent on construction.","A portion of the nation's income, in turn, is saved, allowing for additional investment in domestic factories, equipment, and other forms of capital that workers use to produce more goods and services or for investment abroad. [SEP] All of the nation's income should be spent on construction.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0091,mnli,nli,semantic_role_sensitivity,Accusations of corruption among officials in Rao's administration in 1995 also paved the way for a comeback. [SEP] Nobody accused any officials in Rao's administration of corruption in 1995.,Accusations of corruption among officials in Rao's administration in 1995 also paved the way for a comeback. [SEP] Nobody accused any officials in Rao's administration of corruption in 1995.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0092,mnli,nli,semantic_role_sensitivity,Overlapping the others? [SEP] Overlapping the other photos?,Overlapping the others? [SEP] Overlapping the other photos?,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0093,mnli,nli,semantic_role_sensitivity,"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax. [SEP] The summit of Mount Fengari are off limits and you cannot climb to it.","On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax. [SEP] The summit of Mount Fengari are off limits and you cannot climb to it.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0094,mnli,nli,semantic_role_sensitivity,"Last year, that campaign - primarily among private attorneys - drew less than $40,000 while the Nashville legal aid fund-raising garnered more than $500,000. [SEP] The Memphis campaign was tiny compared to Nashville's ","Last year, that campaign - primarily among private attorneys - drew less than $40,000 while the Nashville legal aid fund-raising garnered more than $500,000. [SEP] The Memphis campaign was tiny compared to Nashville's ",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0095,mnli,nli,semantic_role_sensitivity,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000. [SEP] The new version of the rule closed certain loopholes.","As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000. [SEP] The new version of the rule closed certain loopholes.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0096,mnli,nli,semantic_role_sensitivity,need the car the next day type deal so [SEP] You need the car several weeks later.,need the car the next day type deal so [SEP] You need the car several weeks later.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0097,mnli,nli,semantic_role_sensitivity, Two more weeks with my cute TV satellite dish have increased my appreciation of it. [SEP] I've got two more weeks to decided if I wanna keep it or return it., Two more weeks with my cute TV satellite dish have increased my appreciation of it. [SEP] I've got two more weeks to decided if I wanna keep it or return it.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0098,mnli,nli,semantic_role_sensitivity,The credibility of the United States working with its European partners in NATO is on the line. [SEP] The United States currently enjoys high favorability among its European allies who trust it completely.,The credibility of the United States working with its European partners in NATO is on the line. [SEP] The United States currently enjoys high favorability among its European allies who trust it completely.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0099,mnli,nli,semantic_role_sensitivity,well his knees were bothering him yeah [SEP] He was in tip-top condition.,well his knees were bothering him yeah [SEP] He was in tip-top condition.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0100,mnli,nli,semantic_role_sensitivity,They are all quotations from the Old Testament Book of Aunt Ruth. [SEP] The Old Testament was read to the children in the church.,They are all quotations from the Old Testament Book of Aunt Ruth. [SEP] The Old Testament was read to the children in the church.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0101,mnli,nli,semantic_role_sensitivity,"These days, newspaper writers are no longer allowed the kind of license he took. [SEP] Newspaper writers need to be more factual and careful these days.","These days, newspaper writers are no longer allowed the kind of license he took. [SEP] Newspaper writers need to be more factual and careful these days.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0102,mnli,nli,semantic_role_sensitivity,I am not. [SEP] I am.,I am not. [SEP] I am.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0103,mnli,nli,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.","Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0104,mnli,nli,semantic_role_sensitivity,"The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast. [SEP] Most of the houses on Kastro date back to the 14th century.","The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast. [SEP] Most of the houses on Kastro date back to the 14th century.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0105,mnli,nli,semantic_role_sensitivity,"yeah really no kidding [SEP] Oh, you're just joking. ","yeah really no kidding [SEP] Oh, you're just joking. ",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0106,mnli,nli,semantic_role_sensitivity,She's smiling but her eyes are closed. [SEP] Her eyes would not open but she is smiling.,She's smiling but her eyes are closed. [SEP] Her eyes would not open but she is smiling.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0107,mnli,nli,semantic_role_sensitivity,"we were talking . Try to behave [SEP] We are having an argument, come at me if you dare!","we were talking . Try to behave [SEP] We are having an argument, come at me if you dare!",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0108,mnli,nli,semantic_role_sensitivity,The management of the cafe has established the rules for the use of their facility. [SEP] The management of the cafe enforces a strict dress code.,The management of the cafe has established the rules for the use of their facility. [SEP] The management of the cafe enforces a strict dress code.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0109,mnli,nli,semantic_role_sensitivity,"As he emerged, Boris remarked, glancing up at the clock: ""You are early. [SEP] Boris remarked, glancing at the clock, 'You are late.'","As he emerged, Boris remarked, glancing up at the clock: ""You are early. [SEP] Boris remarked, glancing at the clock, 'You are late.'",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0110,mnli,nli,semantic_role_sensitivity,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea. [SEP] Pearl River is the fifth longest river in China.","Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea. [SEP] Pearl River is the fifth longest river in China.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0111,mnli,nli,semantic_role_sensitivity,oh wow no i just started about well five years ago i think [SEP] It had started five years ago.,oh wow no i just started about well five years ago i think [SEP] It had started five years ago.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0112,mnli,nli,semantic_role_sensitivity,"These runs could cost far more than the value of the small improvement in service. [SEP] The runs would cost $36,000.","These runs could cost far more than the value of the small improvement in service. [SEP] The runs would cost $36,000.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0113,mnli,nli,semantic_role_sensitivity,We know essentially nothing about life beyond Earth. [SEP] We know everything about life beyond Earth. ,We know essentially nothing about life beyond Earth. [SEP] We know everything about life beyond Earth. ,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0114,mnli,nli,semantic_role_sensitivity,"They encourage us to indulge ourselves, and they exhort us to worry about our competence at work. [SEP] They want us to indulge ourselves, and force us to worry at work. ","They encourage us to indulge ourselves, and they exhort us to worry about our competence at work. [SEP] They want us to indulge ourselves, and force us to worry at work. ",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0115,mnli,nli,semantic_role_sensitivity,"That example points to an important general  Total expenditure is determined by the value of the prize, whether we're talking about presidential campaigns or state lotteries. [SEP] They wanted to show it was valid in different situations.","That example points to an important general  Total expenditure is determined by the value of the prize, whether we're talking about presidential campaigns or state lotteries. [SEP] They wanted to show it was valid in different situations.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0116,mnli,nli,semantic_role_sensitivity,Always check with drivers and hotel employees to determine if road conditions are good before you depart. [SEP] The roads are always in good condition. ,Always check with drivers and hotel employees to determine if road conditions are good before you depart. [SEP] The roads are always in good condition. ,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0117,mnli,nli,semantic_role_sensitivity,yeah what do you do [SEP] What do you do with the teeth?,yeah what do you do [SEP] What do you do with the teeth?,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0118,mnli,nli,semantic_role_sensitivity,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i [SEP] I quit drinking and smoking so I guess it is just old age.,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i [SEP] I quit drinking and smoking so I guess it is just old age.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0119,mnli,nli,semantic_role_sensitivity,sometimes well there's definitely a lot more hitting [SEP] The man says that there's a lot more hitting.,sometimes well there's definitely a lot more hitting [SEP] The man says that there's a lot more hitting.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0120,mnli,nli,semantic_role_sensitivity,Bolts of blue and tips of steal. [SEP] The bolts were blue.,Bolts of blue and tips of steal. [SEP] The bolts were blue.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0121,mnli,nli,semantic_role_sensitivity,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population. [SEP] Standard screens will be better than average in these subgroups of patients.,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population. [SEP] Standard screens will be better than average in these subgroups of patients.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0122,mnli,nli,semantic_role_sensitivity,okay and and i think we just hang up i don't think we have to do anything else [SEP] We need to wait until they tell us what to do. ,okay and and i think we just hang up i don't think we have to do anything else [SEP] We need to wait until they tell us what to do. ,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0123,mnli,nli,semantic_role_sensitivity,Time reports that Harrer denies having known she was.) [SEP] Harrer denies having known she was going to kill him.,Time reports that Harrer denies having known she was.) [SEP] Harrer denies having known she was going to kill him.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0124,mnli,nli,semantic_role_sensitivity,Because the paper did not say that. [SEP] The paper did not explain that.,Because the paper did not say that. [SEP] The paper did not explain that.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0125,mnli,nli,semantic_role_sensitivity,"In reviewing this history, it's important to make some crucial distinctions. [SEP] There's no point in analyzing the past.","In reviewing this history, it's important to make some crucial distinctions. [SEP] There's no point in analyzing the past.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0126,mnli,nli,semantic_role_sensitivity,"Of particular significance --the American public has become acutely aware of the hazards to their health, including the risk of mortality, posed by inhalation of fine particles and exposure to mercury through fish consumption. [SEP] Mercury exposure is dangerous, and can occur through the eating of fish.","Of particular significance --the American public has become acutely aware of the hazards to their health, including the risk of mortality, posed by inhalation of fine particles and exposure to mercury through fish consumption. [SEP] Mercury exposure is dangerous, and can occur through the eating of fish.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0127,mnli,nli,semantic_role_sensitivity,"In addition, special service areas are funded for two populations with special needs - Native Americans and migrant workers. [SEP] There are special service areas for both Native Americans and migrant workers. ","In addition, special service areas are funded for two populations with special needs - Native Americans and migrant workers. [SEP] There are special service areas for both Native Americans and migrant workers. ",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0128,mnli,nli,semantic_role_sensitivity,"After three days of using the gel, my mouth has returned to its familiar self. [SEP] After three days they could no longer stand the pain.","After three days of using the gel, my mouth has returned to its familiar self. [SEP] After three days they could no longer stand the pain.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0129,mnli,nli,semantic_role_sensitivity,Angry consumers would complain about cheapo car care. [SEP] Angry consumers don't bother to complain about cheapo car care.,Angry consumers would complain about cheapo car care. [SEP] Angry consumers don't bother to complain about cheapo car care.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0130,mnli,nli,semantic_role_sensitivity,well what station plays uh that type of music [SEP] Which radio station plays that kind of music?,well what station plays uh that type of music [SEP] Which radio station plays that kind of music?,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0131,mnli,nli,semantic_role_sensitivity,Both professors soon realized that creating a new language was not an easy task. [SEP] Professors realized it was easy to make a new language.,Both professors soon realized that creating a new language was not an easy task. [SEP] Professors realized it was easy to make a new language.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0132,mnli,nli,semantic_role_sensitivity,Yet Mrs. Inglethorp ordered a fire!  [SEP] Mrs. Inglethorp asked for a fire in spite of that.,Yet Mrs. Inglethorp ordered a fire!  [SEP] Mrs. Inglethorp asked for a fire in spite of that.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0133,mnli,nli,semantic_role_sensitivity,"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks. [SEP] The cushion cannot be depleted and there is not going to be another recession.","But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks. [SEP] The cushion cannot be depleted and there is not going to be another recession.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0134,mnli,nli,semantic_role_sensitivity,Lydians and Persians [SEP] Lydians and Persians were friendly nations.,Lydians and Persians [SEP] Lydians and Persians were friendly nations.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0135,mnli,nli,semantic_role_sensitivity,"The FCC will publish a notice in the Federal Register when such approval is granted. [SEP] After approval is granted, the FCC will publish a notice in the Federal Register.","The FCC will publish a notice in the Federal Register when such approval is granted. [SEP] After approval is granted, the FCC will publish a notice in the Federal Register.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0136,mnli,nli,semantic_role_sensitivity,Lydians and Persians [SEP] Persians and Lydians,Lydians and Persians [SEP] Persians and Lydians,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0137,mnli,nli,semantic_role_sensitivity,"They were so sure of themselves that they took it for granted he had made a mistake."" [SEP] They were unconfident so they were hesitant to think he might have made a mistake.","They were so sure of themselves that they took it for granted he had made a mistake."" [SEP] They were unconfident so they were hesitant to think he might have made a mistake.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0138,mnli,nli,semantic_role_sensitivity,"Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city. [SEP] The pub sells a larger range of beers than any other pub in the city.","Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city. [SEP] The pub sells a larger range of beers than any other pub in the city.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0139,mnli,nli,semantic_role_sensitivity,"Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset. [SEP] According to some professionals, cooler times are the best for getting a catch.","Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset. [SEP] According to some professionals, cooler times are the best for getting a catch.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0140,mnli,nli,semantic_role_sensitivity,"It describes six applications of case study methods, including the purposes and pitfalls of each, and explains similarities and differences among the six. [SEP] There are six applications for case study methods.","It describes six applications of case study methods, including the purposes and pitfalls of each, and explains similarities and differences among the six. [SEP] There are six applications for case study methods.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0141,mnli,nli,semantic_role_sensitivity,um-hum yeah right uh is yours a is it a a slab foundation or pier and beam [SEP] Your foundation is being beamed away.,um-hum yeah right uh is yours a is it a a slab foundation or pier and beam [SEP] Your foundation is being beamed away.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0142,mnli,nli,semantic_role_sensitivity,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh [SEP] The state parks are almost always kept in good condition.,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh [SEP] The state parks are almost always kept in good condition.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0143,mnli,nli,semantic_role_sensitivity,Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root?  Dave shook his head. [SEP] Shall I send your soul into a mandrake root?,Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root?  Dave shook his head. [SEP] Shall I send your soul into a mandrake root?,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0144,mnli,nli,semantic_role_sensitivity,"The search for an AIDS vaccine currently needs serious help, with the U.S. government, the biggest investor in the effort, spending less than 10 percent of its AIDS-research budget on the problem. [SEP] The search for an AIDS vaccine is a noble effort with many stakeholders.","The search for an AIDS vaccine currently needs serious help, with the U.S. government, the biggest investor in the effort, spending less than 10 percent of its AIDS-research budget on the problem. [SEP] The search for an AIDS vaccine is a noble effort with many stakeholders.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0145,mnli,nli,semantic_role_sensitivity,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on [SEP] She wasn't aware what was going on after her stroke.,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on [SEP] She wasn't aware what was going on after her stroke.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0146,mnli,nli,semantic_role_sensitivity,"Marilyn Manson is darker, more serious, and more vicious than Alice Cooper was. [SEP] Marilyn Manson and Alice Cooper are some of the nicest people around.","Marilyn Manson is darker, more serious, and more vicious than Alice Cooper was. [SEP] Marilyn Manson and Alice Cooper are some of the nicest people around.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0147,mnli,nli,semantic_role_sensitivity,"France knew a good thing when she seized one, but then so did Britain. [SEP] France knew this was a good place to stay.","France knew a good thing when she seized one, but then so did Britain. [SEP] France knew this was a good place to stay.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0148,mnli,nli,semantic_role_sensitivity,Participate in the postaward audit for assessing thedegree of success of the acquisition. [SEP] Nobody participates in the audit after the award.,Participate in the postaward audit for assessing thedegree of success of the acquisition. [SEP] Nobody participates in the audit after the award.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0149,mnli,nli,semantic_role_sensitivity,"hi Mary have you gone visiting uh any new restaurants lately [SEP] Hi Mary, thanks for going to the restaurant with me yesterday, it was fun.","hi Mary have you gone visiting uh any new restaurants lately [SEP] Hi Mary, thanks for going to the restaurant with me yesterday, it was fun.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0150,mnli,nli,semantic_role_sensitivity,Jon was about to require a lot from her. [SEP] Jon needed nothing to do with her.,Jon was about to require a lot from her. [SEP] Jon needed nothing to do with her.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0151,mnli,nli,semantic_role_sensitivity,NOx can be transported long distances and contribute to ozone many hundreds of miles from its source. [SEP] NOx moves hundreds of miles from its starting point to for ozone.,NOx can be transported long distances and contribute to ozone many hundreds of miles from its source. [SEP] NOx moves hundreds of miles from its starting point to for ozone.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0152,mnli,nli,semantic_role_sensitivity,Tommy felt his ascendancy less sure than a moment before. [SEP] Tommy got more sure about his ascendancy.,Tommy felt his ascendancy less sure than a moment before. [SEP] Tommy got more sure about his ascendancy.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0153,mnli,nli,semantic_role_sensitivity,"Even though the scratch was tiny, it broke his heart and haunted him for two weeks. [SEP] The scratch haunted him for two weeks.","Even though the scratch was tiny, it broke his heart and haunted him for two weeks. [SEP] The scratch haunted him for two weeks.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0154,mnli,nli,semantic_role_sensitivity,"The director, Michael Mann, has never tried to tell a story as complex (or nonviolent) as The Insider , and he and his co-screenwriter, Eric Roth, don't shape their narrative very satisfyingly. [SEP] Michael Mann made his directorial debut in it.","The director, Michael Mann, has never tried to tell a story as complex (or nonviolent) as The Insider , and he and his co-screenwriter, Eric Roth, don't shape their narrative very satisfyingly. [SEP] Michael Mann made his directorial debut in it.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0155,mnli,nli,semantic_role_sensitivity,"Despite protests by preservationists, there was little alternative. [SEP] The oil pipeline caused an uproar from the environmental preservationalists.","Despite protests by preservationists, there was little alternative. [SEP] The oil pipeline caused an uproar from the environmental preservationalists.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0156,mnli,nli,semantic_role_sensitivity,"The entire economy received a massive jump-start with the outbreak of the Korean War, with Japan ironically becoming the chief local supplier for an army it had battled so furiously just a few years earlier. [SEP] Japan became the local supplier for Korea.","The entire economy received a massive jump-start with the outbreak of the Korean War, with Japan ironically becoming the chief local supplier for an army it had battled so furiously just a few years earlier. [SEP] Japan became the local supplier for Korea.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0157,mnli,nli,semantic_role_sensitivity,taken up by the oh okay oh so you know well that's i had wondered sometimes i knew that there was a lot of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah [SEP] It was easy to do and did not take much effort.  ,taken up by the oh okay oh so you know well that's i had wondered sometimes i knew that there was a lot of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah [SEP] It was easy to do and did not take much effort.  ,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0158,mnli,nli,semantic_role_sensitivity,my parents uh were sailing uh this last year down off uh Costa Rica and they took about two weeks and went into i don't even know the name of the river there but they went white water rafting and Mom said it was absolutely just a wonderful experience she said it was truly incredible [SEP] My parents have never gone sailing or white water rafting.,my parents uh were sailing uh this last year down off uh Costa Rica and they took about two weeks and went into i don't even know the name of the river there but they went white water rafting and Mom said it was absolutely just a wonderful experience she said it was truly incredible [SEP] My parents have never gone sailing or white water rafting.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0159,mnli,nli,semantic_role_sensitivity,His family had lost a son and a daughter now. [SEP] The family had children that have passed away.,His family had lost a son and a daughter now. [SEP] The family had children that have passed away.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0160,mnli,nli,semantic_role_sensitivity,no no not at all it [SEP] All of them,no no not at all it [SEP] All of them,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0161,mnli,nli,semantic_role_sensitivity,and these comments were considered in formulating the interim rules. [SEP] The interim rules failed to take the comments into consideration.,and these comments were considered in formulating the interim rules. [SEP] The interim rules failed to take the comments into consideration.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0162,mnli,nli,semantic_role_sensitivity,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i [SEP] I drink and smoke.,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i [SEP] I drink and smoke.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0163,mnli,nli,semantic_role_sensitivity,well UNLV they say UNLV may be the greatest amateur team ever [SEP] UNLV is terrible.,well UNLV they say UNLV may be the greatest amateur team ever [SEP] UNLV is terrible.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0164,mnli,nli,semantic_role_sensitivity,sort of a building season season yeah [SEP] The time for major construction projects.,sort of a building season season yeah [SEP] The time for major construction projects.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0165,mnli,nli,semantic_role_sensitivity,"Territorial rights, in the form of a deck chair, can be assured for a nominal sum. [SEP] You have no territorial rights with a deck chair.","Territorial rights, in the form of a deck chair, can be assured for a nominal sum. [SEP] You have no territorial rights with a deck chair.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0166,mnli,nli,semantic_role_sensitivity,"Tom is the winner of a year's supply of Turtle Wax, and he will receive his prize just as soon as the Shopping Avenger figures out how much Turtle Wax actually constitutes a year's supply. [SEP] Tom is the winner of this years contest.","Tom is the winner of a year's supply of Turtle Wax, and he will receive his prize just as soon as the Shopping Avenger figures out how much Turtle Wax actually constitutes a year's supply. [SEP] Tom is the winner of this years contest.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0167,mnli,nli,semantic_role_sensitivity,"Each caters to a specific crowd, so hunt around until you find the one right for you. [SEP] You won't have to search at all to find one that works for you.","Each caters to a specific crowd, so hunt around until you find the one right for you. [SEP] You won't have to search at all to find one that works for you.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0168,mnli,nli,semantic_role_sensitivity,"okay i guess we're on [SEP] From your tone of voice, I could only assume that you want to go through with this, right?","okay i guess we're on [SEP] From your tone of voice, I could only assume that you want to go through with this, right?",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0169,mnli,nli,semantic_role_sensitivity,yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it [SEP] Declaring a major is a big step.,yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it [SEP] Declaring a major is a big step.,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0170,mnli,nli,semantic_role_sensitivity,did you well it's not just that are there enough jobs for people here now [SEP] there still aren't enough jobs for everyone here,did you well it's not just that are there enough jobs for people here now [SEP] there still aren't enough jobs for everyone here,invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0171,mnli,nli,semantic_role_sensitivity,"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas. [SEP] Many questioned why he was painting with blood in the first place.","To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas. [SEP] Many questioned why he was painting with blood in the first place.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0172,mnli,nli,semantic_role_sensitivity,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!"" [SEP] The 29th will be next Sunday.","We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!"" [SEP] The 29th will be next Sunday.",invariance,1.0,1.0,1.0,1.0,1.0,False,
mnli_bench_0173,mnli,nli,semantic_role_sensitivity,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel. [SEP] As long as Assad doesn't die in the hurricane, he will still be able to take care of the trouble with the soldiers. ","As long as Assad lives, he can manage these troubles and keep an agreement with Israel. [SEP] As long as Assad doesn't die in the hurricane, he will still be able to take care of the trouble with the soldiers. ",invariance,1.0,1.0,1.0,1.0,1.0,False,
