annotator_id,method,sample_id,dataset,model,capability,input_text,expected_label,predicted_label,failure_reason,report_text,correctness_1_to_5,understandability_1_to_5,usefulness_1_to_5,actionability_1_to_5,comments
A2,X-CheckList,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: hire:0.14, employee:0.11, back:0.10, job:0.10, get:0.09.","X-CheckList report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""hire"", 0.13831410562353139], [""employee"", 0.11091112327751805], [""back"", 0.09793690666323986], [""job"", 0.09560205938538541], [""get"", 0.08892505947621415], [""denies"", 0.08546053247341111], [""charge"", 0.06688331046215883], [""not"", 0.0395314496198887], [""their"", 0.0390498538999729], [""the"", 0.038364450251619005]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: hire:0.14, employee:0.11, back:0.10, job:0.10, get:0.09.",,,,,
A1,Standard CheckList,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,N/A,"Standard CheckList report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,N/A,"Standard CheckList report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,N/A,"CheckList + Attribution report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""hire"", 0.13831410562353139], [""employee"", 0.11091112327751805], [""back"", 0.09793690666323986], [""job"", 0.09560205938538541], [""get"", 0.08892505947621415], [""denies"", 0.08546053247341111], [""charge"", 0.06688331046215883], [""not"", 0.0395314496198887], [""their"", 0.0390498538999729], [""the"", 0.038364450251619005]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,N/A,"CheckList + Attribution report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""hire"", 0.13831410562353139], [""employee"", 0.11091112327751805], [""back"", 0.09793690666323986], [""job"", 0.09560205938538541], [""get"", 0.08892505947621415], [""denies"", 0.08546053247341111], [""charge"", 0.06688331046215883], [""not"", 0.0395314496198887], [""their"", 0.0390498538999729], [""the"", 0.038364450251619005]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_bench_0185,mnli,distilbert,semantic_role_sensitivity,"(The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.",CONTRADICTION,NEUTRAL,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: (The employee was later rehired, and Bob denies the charge.) [SEP] The employee did not get their job back.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,"Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.92, CS=0.00; top tokens: outdoors:0.68, man:0.09, is:0.08, not:0.08, a:0.06.","X-CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. Attribution evidence: AM=0.919, cue attribution ratio=0.081, top attributed tokens=[[""outdoors"", 0.6826229841228785], [""man"", 0.09379142538569282], [""is"", 0.08123054509779594], [""not"", 0.08061833012501689], [""a"", 0.06173671526861592]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.001. Explanation-Validated Failure Score EVFS=0.919. Diagnostic failure reason: Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.92, CS=0.00; top tokens: outdoors:0.68, man:0.09, is:0.08, not:0.08, a:0.06.",,,,,
A2,X-CheckList,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,"Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.92, CS=0.00; top tokens: outdoors:0.68, man:0.09, is:0.08, not:0.08, a:0.06.","X-CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. Attribution evidence: AM=0.919, cue attribution ratio=0.081, top attributed tokens=[[""outdoors"", 0.6826229841228785], [""man"", 0.09379142538569282], [""is"", 0.08123054509779594], [""not"", 0.08061833012501689], [""a"", 0.06173671526861592]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.001. Explanation-Validated Failure Score EVFS=0.919. Diagnostic failure reason: Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.92, CS=0.00; top tokens: outdoors:0.68, man:0.09, is:0.08, not:0.08, a:0.06.",,,,,
A1,Standard CheckList,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.919; cue attribution ratio=0.081. Top attributed tokens: [[""outdoors"", 0.6826229841228785], [""man"", 0.09379142538569282], [""is"", 0.08123054509779594], [""not"", 0.08061833012501689], [""a"", 0.06173671526861592]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.919; cue attribution ratio=0.081. Top attributed tokens: [[""outdoors"", 0.6826229841228785], [""man"", 0.09379142538569282], [""is"", 0.08123054509779594], [""not"", 0.08061833012501689], [""a"", 0.06173671526861592]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.001. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_contr_0002,mnli,bert,contradiction,A man is outdoors. [SEP] A man is not outdoors.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: A man is outdoors. [SEP] A man is not outdoors.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.001. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.66, CS=0.00; top tokens: chasing:0.34, dog:0.23, a:0.16, man:0.16, is:0.11.","X-CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. Attribution evidence: AM=0.660, cue attribution ratio=0.340, top attributed tokens=[[""chasing"", 0.33951491498774483], [""dog"", 0.22724091342708216], [""a"", 0.16455316375717663], [""man"", 0.163687925007936], [""is"", 0.10500308282006038]]. Counterfactual evidence: counterfactual predicted label=ENTAILMENT, counterfactual fail status=0, CS=0.000. Explanation-Validated Failure Score EVFS=0.660. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.66, CS=0.00; top tokens: chasing:0.34, dog:0.23, a:0.16, man:0.16, is:0.11.",,,,,
A2,X-CheckList,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.66, CS=0.00; top tokens: chasing:0.34, dog:0.23, a:0.16, man:0.16, is:0.11.","X-CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. Attribution evidence: AM=0.660, cue attribution ratio=0.340, top attributed tokens=[[""chasing"", 0.33951491498774483], [""dog"", 0.22724091342708216], [""a"", 0.16455316375717663], [""man"", 0.163687925007936], [""is"", 0.10500308282006038]]. Counterfactual evidence: counterfactual predicted label=ENTAILMENT, counterfactual fail status=0, CS=0.000. Explanation-Validated Failure Score EVFS=0.660. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.66, CS=0.00; top tokens: chasing:0.34, dog:0.23, a:0.16, man:0.16, is:0.11.",,,,,
A1,Standard CheckList,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.660; cue attribution ratio=0.340. Top attributed tokens: [[""chasing"", 0.33951491498774483], [""dog"", 0.22724091342708216], [""a"", 0.16455316375717663], [""man"", 0.163687925007936], [""is"", 0.10500308282006038]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.660; cue attribution ratio=0.340. Top attributed tokens: [[""chasing"", 0.33951491498774483], [""dog"", 0.22724091342708216], [""a"", 0.16455316375717663], [""man"", 0.163687925007936], [""is"", 0.10500308282006038]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_lex_0000,mnli,distilbert,lexical_overlap,A dog is chasing a man. [SEP] A man is chasing a dog.,NEUTRAL,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: distilbert. Capability: lexical_overlap. Relation: directional. Input: A dog is chasing a man. [SEP] A man is chasing a dog.. Expected label: NEUTRAL. Predicted label: ENTAILMENT. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,"Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.66, CS=0.00; top tokens: nobody:0.34, sitting:0.30, two:0.12, people:0.10, is:0.08.","X-CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. Attribution evidence: AM=0.661, cue attribution ratio=0.339, top attributed tokens=[[""nobody"", 0.3389860807783158], [""sitting"", 0.30430897336057017], [""two"", 0.11683323524379452], [""people"", 0.09843022504432249], [""is"", 0.08222955264197085], [""are"", 0.05921193293102615]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.004. Explanation-Validated Failure Score EVFS=0.659. Diagnostic failure reason: Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.66, CS=0.00; top tokens: nobody:0.34, sitting:0.30, two:0.12, people:0.10, is:0.08.",,,,,
A2,X-CheckList,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,"Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.66, CS=0.00; top tokens: nobody:0.34, sitting:0.30, two:0.12, people:0.10, is:0.08.","X-CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. Attribution evidence: AM=0.661, cue attribution ratio=0.339, top attributed tokens=[[""nobody"", 0.3389860807783158], [""sitting"", 0.30430897336057017], [""two"", 0.11683323524379452], [""people"", 0.09843022504432249], [""is"", 0.08222955264197085], [""are"", 0.05921193293102615]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.004. Explanation-Validated Failure Score EVFS=0.659. Diagnostic failure reason: Contradiction failure: model likely underweighted contradiction markers such as not/no/nobody; AM=0.66, CS=0.00; top tokens: nobody:0.34, sitting:0.30, two:0.12, people:0.10, is:0.08.",,,,,
A1,Standard CheckList,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.661; cue attribution ratio=0.339. Top attributed tokens: [[""nobody"", 0.3389860807783158], [""sitting"", 0.30430897336057017], [""two"", 0.11683323524379452], [""people"", 0.09843022504432249], [""is"", 0.08222955264197085], [""are"", 0.05921193293102615]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.661; cue attribution ratio=0.339. Top attributed tokens: [[""nobody"", 0.3389860807783158], [""sitting"", 0.30430897336057017], [""two"", 0.11683323524379452], [""people"", 0.09843022504432249], [""is"", 0.08222955264197085], [""are"", 0.05921193293102615]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.004. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_contr_0003,mnli,bert,contradiction,Two people are sitting. [SEP] Nobody is sitting.,CONTRADICTION,ENTAILMENT,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: bert. Capability: contradiction. Relation: directional. Input: Two people are sitting. [SEP] Nobody is sitting.. Expected label: CONTRADICTION. Predicted label: ENTAILMENT. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.004. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,"Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.84, CS=0.40; top tokens: lyon:0.38, paris:0.30, larger:0.16, than:0.08, is:0.07.","X-CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. Attribution evidence: AM=0.844, cue attribution ratio=0.156, top attributed tokens=[[""lyon"", 0.3841125853104735], [""paris"", 0.30111381439074614], [""larger"", 0.1563727808579122], [""than"", 0.08407535157819719], [""is"", 0.07432546786267097]]. Counterfactual evidence: counterfactual predicted label=EQUIVALENT, counterfactual fail status=0, CS=0.403. Explanation-Validated Failure Score EVFS=0.504. Diagnostic failure reason: Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.84, CS=0.40; top tokens: lyon:0.38, paris:0.30, larger:0.16, than:0.08, is:0.07.",,,,,
A2,X-CheckList,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,"Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.84, CS=0.40; top tokens: lyon:0.38, paris:0.30, larger:0.16, than:0.08, is:0.07.","X-CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. Attribution evidence: AM=0.844, cue attribution ratio=0.156, top attributed tokens=[[""lyon"", 0.3841125853104735], [""paris"", 0.30111381439074614], [""larger"", 0.1563727808579122], [""than"", 0.08407535157819719], [""is"", 0.07432546786267097]]. Counterfactual evidence: counterfactual predicted label=EQUIVALENT, counterfactual fail status=0, CS=0.403. Explanation-Validated Failure Score EVFS=0.504. Diagnostic failure reason: Word-order sensitivity failure: model likely over-relied on overlapping terms and missed role/order reversal; AM=0.84, CS=0.40; top tokens: lyon:0.38, paris:0.30, larger:0.16, than:0.08, is:0.07.",,,,,
A1,Standard CheckList,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,N/A,"Standard CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,N/A,"Standard CheckList report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Attribution report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.844; cue attribution ratio=0.156. Top attributed tokens: [[""lyon"", 0.3841125853104735], [""paris"", 0.30111381439074614], [""larger"", 0.1563727808579122], [""than"", 0.08407535157819719], [""is"", 0.07432546786267097]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
