sentence,label,idx,dataset,task,text,premise,hypothesis,question1,question2,sentence1,sentence2
,0,,imdb,sentiment,"Before I saw this movie I believed there were two kinds of bad cinema. (1) Your average, completely uninspired fare (i.e. ""Constantine""), and (2) the work that is charmingly bad, or so-bad-it's good (a la ""Manos The Hands of Fate""). Now that I've seen ""Dr. Gore"" I know there is a third kind of bad movie: the utter crap sandwich. That will be irrevocably tattooed on your memory. A work that is mind-bendingly execrable. Anathema.<br /><br />I have hated certain films before, but I've never hated a film so much that my loathing reached its thresh-hold and became SELF loathing! Have you seen a movie that not only makes you regret losing the hour you spent watching it, but makes you grieve for another hour after that? Mystery Science Theatre disciples beware, this is soul-sucking cinema. Go Rent ""Circle of Iron"" or ""The Killer Shrews"" instead.",,,,,,
,0,,imdb,sentiment,"This is, arguably, the worst of the major Ava Gardner films. Yes, she is gorgeous. But that can wear thin over time, especially after the corny and predictable movie ending.<br /><br />In this turkey, Robert Walker has to pretend that he's Eddie Bracken (which surely embarrassed him). Olga San Juan plays the Jane Powell (golly, gee) part. Dick Haymes plays a sort of dim sidekick (!), and Eve Arden plays Helen Broderick (and a host of other wise-cracking female semi-comedians). Yes, the film contains a major popular song, ""Speak Low."" But check out the other, entirely forgettable, pieces. Dick Haymes sings very well, of course, and so does the uncredited vocalist dubbing for Ava.<br /><br />The sets are cheap, the script is filled with clichés and failed humor, and Tom Conway looks as though he has been battling with liquor (as indeed he was). In short, if you want to see Ava in her prime, buy a photo and stay well clear of this movie.",,,,,,
,1,,imdb,sentiment,"THE STUDENT NURSES is not a typical sexploitation movie. Sure, the nudity and sexual openness is there, but it's not all for laughs. Stephanie Rothman scripted a socially compelling, well-written tits & ass movie which confronts the topics of racism, socio-economic inequalities, rape, abortion, medical ethics, public health issues, human rights, the Vietnam war, free love, LSD and drug experimentation. Four sexy college roommates are taking their nursing internships at the same time. Sharon (Elaine Giftos) is assigned to the terminal care ward, Lynn (Brioni Farrell) to public health administration, Priscilla (Barbara Leigh) to gynecology and Phred (Karen Carlson) to psychiatry. These four beauties have ample opportunities to disrobe and fornicate, of which they take advantage, much to the delight of male viewers. These are liberated women at the height of the sexual revolution, after all, and are as intelligent as they are horny and beautiful. Visceral yet low-budget action sequences are interspersed throughout. There's a very bloody gunfight at the resistance movement headquarters in which two policemen are shot and killed, along with several members of the group. An anti-(Vietnam) war protest consisting of spookily-dressed young people of all races painted like skeletons becomes violent, with cops beating protesters. The effective trip sequence on the beach consists of beautiful, weird and confusing sensory and memory montages with hyper-sensual overtones. In short, THE STUDENT NURSES is a thoughtful and compelling reflection of the times, expressed through real women's perspectives (since it was written and directed by a woman). But, it's still fun and titillating, despite its sobering treatment of subject matter.",,,,,,
,1,,imdb,sentiment,"Errol Flynn had quite a gift for comedy that was sadly rarely exploited. Given the right material this film demonstrates that he could have happily been quite at home in Cary Grant style, gentle comedies. Out of his various forays into the genre this is certainly the best. Patti Brady gives a fine performance in the child part and Eleanor Parker looks simply stunning throughout the film. An added bonus is the wonderful Hattie McDaniel who is sadly underused in this film- a welcome presence none the less. Flynn carries off his comedic duties with the same easy style that he brought to his swashbuckling roles. The fact that he makes it look like it's easy doesn't mean that it is. A super little family comedy, great for the Christmas period or any other time you feel like being cheered up.",,,,,,
,0,,imdb,sentiment,"I have neither read the book on which the movie is based, nor the letters between Vita and Violet. If I came to this movie with any expectations whatsoever, it was maybe that the Bloomsbury group (including among others Virginia Woolf, and which the Nicolsons were part of) would be depicted. It wasn't, which however wasn't a problem for me. What I am wondering about is how the people behind this movie managed to make it, in my opinion, so very uninteresting and repetitive and most of the characters flat, in spite of great material and some very good actors. The script is simply not good enough. I agree with the criticism of my Finnish neighbor - too many pointless sex scenes (but only between the women, while there is nothing explicit whatsoever concerning Harold's numerous love affairs), too many pointless scenes in general, too little information about the background of characters. It seems odd considering the quality of the production - on the surface it seems a really ambitious piece of work, but the script holds of course the most weight and that is where this movie fails.<br /><br />Vita's relationship with Harold struck me as unconvincing, although both of them act really well, especially her. The way they kept declaring their unconditional love for each other in a rather sappy manner I thought, well, simply unconvincing. It makes a lot more sense that it should have happened through letters, as tmmvds points out I would also have liked to know where the nicknames came from - the Russian ones* as well as Mar - why ever is someone called Vita given the nickname Mar? It might be small stuff, but it matters in contributing to the bigger picture.<br /><br />*I watched the movie with English subtitles on, and where it should apparently have said Mitya, it said instead Medea. That might explain my frustration with the nicknames to some extent - I could not understand why Vita's should be Greek while Violet's was Russian!",,,,,,
,1,,imdb,sentiment,"Screened this morning for the press at Roma film festival, ""N - io e Napoleone"" is easy to love. First of all it can count on great production values, as very few Italian films nowadays can, with wonderful settings and costumes. The cast is great too. Director Virzì constantly speaks of the young lead Elio Germano as ""a young De Niro"". Now, of course he is going a way too far, but sure the boy can act. I loved his performance, and he did a great job with the (tuscan) accent. Daniel Auteuil is a great actor and did very well as Bonaparte. It's really great to see him acting in Italian, I hope to see him working in Italy again very soon. The supporting cast worked well too - people like Valerio Mastrandrea or Sabrina Impacciatore may seem unlikely choices, but they all gave fine performances. Even Massimo Ceccherini, best known for appearing in his own moronic films and in trashy TV reality shows, fitted in well and was actually funny. The low point of the cast was the ""Diva"" Monica Bellucci. Sure, she was slightly better than usual, but she managed to look (and sound) utterly unnatural even in the part of baronessa Emilia, in which, with a good dose of self irony, she used her own umbro accent. The script, by veteran Furio Scarpelli and Virzì himself is clever, with lots of laugh out loud lines, and a few very emotional moments too. Sure, the ending left me puzzled. The message is kind of ambiguous: the whole film says that political ideals can bring you to blind hate, but if you get closer you will learn that the object of your hate is after all a little human being like everyone else, sometimes funny, sometimes sad, sometimes pathetic, so that suddenly it's difficult to hate him; then, in the last few minutes it says that after all it would have been better to shoot him in the head at the beginning. Personally, I dislike very much this notion. ""Io e Napoleone"" is still a pleasant film, the best presented at the Festival so far (the other being Fur and the Hoax). My rating is 8/10",,,,,,
,0,,imdb,sentiment,"Intelligent summary, isn't it?<br /><br />If Mad Max was something of a simple, straight forward, nothing special but nothing wrong either kinda film, they totally made up for it with it's sequel, The Road Warrior. So, in theory, with a third great film it would've been a great trilogy... now, it's not!<br /><br />Such a huge disappointment Beyond Thunderdome was! It's main premise is pretty cool, with an 'underworld' (think a mix between Metropolis and The Time Machine), but it all isn't carried out with too much conviction. Add the obnoxious Tina Turner and the no good story-line of the people waiting for a plane, and this is just one huge stinker.<br /><br />Maybe they can brighten things up again with part 4 (although that one is just probably gonna be 1 huge budget-explosion kinda thing), because this just isn't right.<br /><br />3/10.",,,,,,
,0,,imdb,sentiment,"A pointless cash-in with nothing to contribute except nastiness, this is a definite case of sloppy seconds for Robocop. Irvin Kershner's numbing, plot less and tired mess of a sequel is watchable and even mildly entertaining in a dubious, unpleasantly trashy way, but it has virtually none of the original's flair, emotion, intelligence or excitement. Instead we have just another empty spectacle of a blockbuster whose only reason to exist seems to be to nauseate the viewer with relentless violence, which is far more brainlessly gratuitous than anything in the original. Omni Consumer Products, who made the original Robocop cyborg, have turned into more of a totalitarian force than ever second time round, what with the suspicious Nazi-esquire banners, stormtrooper guards and tanks for hire at the end; as for the anonymous Old Man (Daniel O' Herlihy), he's less of a benevolent protector and more of a hideous Mr. Burns type, surrounding himself with moronic lackeys who genuinely believe that putting the brain of a murderous psychopath into the body of the all-new Robocop 2 is a good idea. Oh, and the first Robocop gets a look in somewhere amidst all of this mess, though you wonder what on Earth a fine actor like Peter Weller saw in the script. The droll Tom Noonan has nothing to work with as the villain, while Nancy Allen is badly wasted as Robocop's partner. There are some hilarious moments throughout; the opening 'Magnavolt' commercial, for instance, but this is a poor follow-up to the truly great original.",,,,,,
,1,,imdb,sentiment,"I'm not a big fan of musicals, but I was always enamored of Ms. Hayworth's looks, so I thought I'd give it a try.<br /><br />This may be the best showcase for the multi-talented Ms. Hayworth. She's never looked lovelier in a film (with the possible exception of 'Gilda', where she is sex symbol par excellence).<br /><br />Rita is more than ably assisted by Gene Kelly and Phil Silvers. The comedy may be dated, but it is still quite amusing. Kelly does one of his tour-de-force dances, dancing with the image of himself from a window.<br /><br />But Rita drives this whole movie. An excellent cast, featuring Otto Kruger and the always- wonderful, wise-cracking Eve Arden doesn't hurt.<br /><br />Rita sings, Rita dances, all the while looking impossibly beautiful! The music may be short of classic, but the lyrics to most of the tunes are quite clever.<br /><br />I find this movie works better than 'Gilda', which I regard as a flawed film. To Ms. Hayworth's credit, she also drives 'Gilda', and Gilda drives any red-blooded male insane.<br /><br />The film holds up well after all these years. Much leg candy for the male audience is a nice bonus!",,,,,,
,0,,imdb,sentiment,"After nearly getting killed by a big dog, a stray cat thinks to herself, ""Why can't I be a skunk? Then everyone would leave me alone."" She looks around the junkyard and gets an idea: white paint, black paint and some Limburger cheese and some garlic......hmmmm. The next thing you know, we have the forerunner to ""Pepe Le Pew,"" although in this cartoon, she's still a cat, she's a she, and just a skunk in disguise. <br /><br />The cat also is enjoying and taking full advantage of her new status as a smelly skunk. He's a happy, content guy now.....until a real skunk (with the Charles Boyer imitation voice) shows up! <br /><br />I did appreciate the cat putting on a Bugs Bunny outfit. However, overall I never cared for these French-takeoff characters, finding the stereotypical dialog overdone and not really funny, so I only rate this as ""fair."" I do this a point, however, for the moral at the end of the story.",,,,,,
,0,,imdb,sentiment,"I have never seen the TV Series or the previous movies. Probably that's the reason why I didn't enjoy it much. Boring and just not funny, sums it up nicely.<br /><br />Considering the budget the movie seemed to have, it's embarrassing they couldn't do an even passable job.<br /><br />We went to the cinema with no exceptions' at all and the hope to see a somewhat funny movie that wouldn't be too taxing on the mind. My friend fell asleep halfway through the movie and I spend the next 2 hours hoping that it would finally pick up. A hope, which died with the end credits.",,,,,,
,1,,imdb,sentiment,"Not every line in a comedy is funny. This movie takes a serious subject, the disenfranchisement of voters and holds it up to the light while telling jokes about it. It's the movie The Daily Show would have made if they wanted to turn it into a movie. I found Robin Williams to be much funnier in this movie than he was in RV. And while my wife and I share a few opposing political views, we were both doubled over in laughter for several parts of this movie. The script writers here could give Fox News some lessons in fair and balanced. Lewis Black was okay for his part, but never really seemed to be able to bring out his particular brand of comedy for his role. Christopher Walken was also good, playing his fairly common subdued supporting role, pushing a story along.",,,,,,
,0,,imdb,sentiment,"This low-budget film about a writer who goes to work in a London casino has an awful script, wooden performances, and not much to recommend it. Of course it will appeal to highbrows for whom ""mainstream"" is a curse word, and who automatically add 20 IQ points when they hear a British accent (apologies to Jeff Foxworthy).<br /><br />The script is full of holes (has he written a book yet, or not?), cliches (relationship trouble: she works days, he works nights), and provides so little insight into such basics as character motivation that it requires a voice-over narration just to move the story along.<br /><br />In an attempt to keep the audience from dozing off, it includes a street fight scene that is about as realistic as a high school production of Julius Caesar.<br /><br />If your idea of scintillating dialogue is ""I'll see your ten, and raise you twenty"", then RUN to see this movie. Otherwise, save your money.<br /><br />",,,,,,
,1,,imdb,sentiment,"The first time I saw this film I was a kid. I was ten years old when it was released but since my family never went to movie theaters I saw it on Network TV. I remember watching it aloneand crying afterward. It was only the second film to illicit that response (Rocky was the first) and there haven't been many since. I can't say why exactly; Larry ""Rain"" Murphy didn't deserve to win any more that Rocky Balboa or anyone else. I know I admired Murphy, not so much for what he did, but for the way he did his time. Stoic. He didn't need a stopwatch or freedom to find dignity. He ran because he could. He needed no other reason. I have a rule today, that when I see this film late at night on cable television (the only time most will come across it) I must watch, no matter what I have to do the next morning. Fortunately it doesn't play often like Shawshank Redemption or other favorites, so I still get plenty of sleep and I never tire of the story of one man's unrepentant imprisonment and personal victory.",,,,,,
,0,,imdb,sentiment,"The Mad Monster starts in Dr. Lorenzo Cameron's (George Zucco) laboratory as he perfects his discovery of how to turn a human being into a vicious wolf like monster by injecting animal blood into a human subject who happens to be his dim-witted servant Petro (Glenn Strange), apparently he plans to put the serum at the disposal of the war department who will use it to create an unstoppable army of these monsters, the ultimate soldier! However, first things first as Dr. Cameron has his sights set on some sweet revenge on the people who dismissed his experiments, forced him to resign & subjected him to public ridicule. Dr. Cameron puts his plan into action & uses his monstrous creation to murder Professor Blaine (Robert Strange), in an unfortunate turn of events Dr. Cameron is unable to control the beast & is spotted by a local farmer Jed Harper (Eddie Holden) who spreads the news like wildfire, in another unfortunate coincidence a reporter named Tom Gregory (Johnny Downs) gets wind of the story & starts to investigate, he starts to suspect Dr. Cameron & since Gregory is going out with his daughter Lenora (Ann Nagel) he has plenty of opportunity to sniff around...<br /><br />Directed by Sam Newfield this is really low budget stuff from the 40's, even worse it's dull unoriginal low budget stuff. The script by Fred Myton drags the extremely thin premise out to almost 77 minutes which is far too long, there is no variety in the story & it's basically the same thing over & over. The character's are dull clichés, the mad scientist who conducts pointless experiments that create a monster, the fragile pretty daughter, the reporter who plays the hero & by pure coincidence happens to both be investigating the mysterious deaths said mad scientist is responsible for & is romantically involved with his daughter, the dumb servant, stupid idiotic police & stereotypical shotgun wielding farmers who are always accused of being drunk. This was probably clichéd even back in 1942! The film plods along at a fairly slow pace & director Newfield never manages to maintain or generate much in the way of excitement or atmosphere which is a bad thing. Technically the film isn't great, obviously the budget was minuscule & the mad monster itself looks lame resembling an old homeless wino who hasn't shaved for a few weeks & has had a pair of plastic joke shop fangs placed in his mouth. The black and white cinematography is basic & static like most films from this period while the good Dr. Cameron's laboratory consists of a couch & a table with a few sorry pieces of scientific equipment on top. The acting is stiff & wooden with Petro looking like he's on dope throughout the entire film, Zucco as the mad scientist doesn't convince & is forgettable. The Mad Monster is a pretty lame horror film, there is very little here to entertain although at least I made it through to the end in a single sitting which when I think about it is a bit of an achievement in itself!",,,,,,
,0,,imdb,sentiment,"How do I describe the horrors?!!! First, some points: First, this review should be taken with a grain of salt -- I saw this over 20 years ago, when I was a boy, at the Museum of Modern Art in New York City.<br /><br />Secondly, I am giving away some scenes and plot points. However, it does not have much of a plot.<br /><br />Finally, I don't enjoy these type of art films anyway.<br /><br />This film was directed by proto-auteur Luis Bunuel. He was a surrealist and dadaist. These were modernist themes or movements popular critically in the 1920's and early 1930's. Surealism was the school of art that made things hyper-real, yet often had Freudian symbolism. Dadaism is based on what is supposedly the first word made by an infant -- Dada, or father.<br /><br />Made in black and white, it was also made by a band of communists (or as they preferred the term, socialists). Bunuel and his group of fellow film-makers and artistes had been working on a number of symbolic ideas and issues in Spain and France between the world wars.<br /><br />Dadaism and surrealism influenced a lot of artists -- The Police (Doo doo doo da), poet Arthur Rambaud, Edvard Munch (The Scream), Rene Magritte (floating hats in space), Salvador Dali (melting clocks), and even Hitchcock (Psycho). No Norman Rockwell.<br /><br />Here's what I recall most about this film: a girl meets up with a cow; her eye gets slashed by a razor; clownish men cavort in a meadow. There is not, as I said, much of a plot, but then again, that must be the point.<br /><br />This was attacked as porn back then, and would be again today. One of the trade-marks of surrealism is a significant anti-feminism.",,,,,,
,0,,imdb,sentiment,"Conrad Radzoff(Ferdy Mayne), a hammy cult icon, dies from a heart ailment(not before disposing of an ungrateful assistant and TV commercial director, both of whom disrespected him with showers of insults). His body is removed from his mausoleum by some film students(they wish to ""invite him to dinner""..they are quite big fans). What these kids(..including a young Jeffrey Combs)don't expect is that Radzoff will be resurrected by a medium to wreak havoc on those who removed him from his place of rest.<br /><br />The list of violent acts include Radzoff pulling one guy's tongue out, setting a woman on fire, elevating a casket which crushes a woman's face, decapitates one fellow, and cremates another guy alive in a coffin. A really weird soundtrack and pesky fog wraps around Radzoff's ghoulish activities.<br /><br />Silly hokum from Troma is limited by a very, very low budget and slowwwwww pace. The film feels a lot longer than it is. The film isn't really that gory and we can hardly see much violence because the film is often too damn dark. At times, Radzoff is an ominous presence, yet at other times he just looks real silly.",,,,,,
,0,,imdb,sentiment,"I guess only a selected number of audience members really had any interest in watching how a male hustler in New York operates but I'd be willing to bet that even these brave souls were turned off by the irritating patchwork technique and deliberately muffled sound recording on display here; the fact that these inherent 'defects' were a direct result of the film's low-budget/underground/experimental nature is, I'd say, beside the point. Anyway, for those so inclined, the film features extensive male nudity and Joe Dallesandro, understandably, became an underground  and gay  icon! <br /><br />The episodic structure showing the day-to-day routine of the hustler protagonist offers a couple of mildly interesting scenes: his meeting with (and eventually posing for) an eccentric elderly artist; the one where Dallesandro expresses his views on his unusual line of work and delineates his particular modus operandi to a couple of prospective 'colleagues' including perhaps the unlikeliest of hustlers  a bespectacled nerd! Perhaps mercifully, the film ran for only 89 minutes against the IMDb's claim that its complete length is 105 (but the latter could well be a mistake)! <br /><br />I had watched a few other of Warhol's 'movies' and this one is decidedly not as satisfying as the most tolerable example I've run into yet, BAD (1977), and only slightly better than the likes of MY HUSTLER (1965) which were mostly a strain to sit through. The fact that this was only the first part of a trilogy did not augur well but, as the saying goes, you gotta to do what you gotta do and the other two 'chapters' had to follow in quick succession... <br /><br />Despite my generally negative reaction to it, FLESH is nevertheless still valuable as a 1960s time capsule and as a prototype of the Underground scene of that era, both cinematically and in real life. For the record, an image of Dallesandro from this film adorns the sleeve of The Smiths' self-titled 1984 debut album and transsexual Candy Darling (who appears here rather unremarkably) was immortalized in ""Candy Says"", the opening track of The Velvet Underground's eponymous 1969 album. Although the latter band is my all-time favorite, and one of the reasons for this is that, through their sheerly unique and ground-breaking music, they described a lifestyle so utterly different from my own, this is truly a case where I'd much rather experience something aurally instead of visually!",,,,,,
,1,,imdb,sentiment,"When I was growing up, Voyage into Space was my most favorite movie. I remember the time when KTLA (Channel 5) ran the movie for the whole week and me and my sisters watched it every single day! I still remember every part of that movie. The ending was so sad when Giant Robot got blown up along with Guillotine and then watching Johnny Sokko with all the tears running down his face calling for Giant Robot. There should have been a sequel to the movie, in which Giant Robot somehow survived the explosion. :) I can't believe that there are so many other Voyage into Space fans still out there. I really want to buy the movie when it comes out on DVD, but my sister said that the ones out there now are bootlegged and probably bad quality copies of the movie. I don't know why they haven't released it yet, since it's been over 40 years now. I think Voyage into Space was made back in 1968. Only now, my second favorite Japanese monster movie of all time (The War of the Gargantuas) is finally coming to DVD and being released on Sept. 9th and I can't wait! :) Now if only they would do the same with Voyage into Space. Giant Robot, Johnny Sokko, and Voyage into Space will never be forgotten! In my eyes and probably many others too, it will always be a childhood classic to me! :)",,,,,,
,0,,imdb,sentiment,"i bought this rental return for $1.99 at hollywood and overpaid. i didn't expect much, but thought it would be something to fall asleep by at least. i quickly noted the very weak storyline, the gross overacting by everyone (no one talks like that except in cartoons), and the seemingly let's-make-it-up-as-we-go-along direction. i know that the participants in this mess must be very embarrassed by it, and i feel certain that it did not help any careers. as for this movie buff of 35 years, it has now provided a ready answer for the worst-film-you've-ever-seen question.<br /><br />",,,,,,
,1,,imdb,sentiment,"John Huston, actor and director better known for more robust fare such as ""The Misfits"" and ""African Queen,"" directs his daughter, Angelica Huston, in what would be his last film. Indeed, the film was released after Huston's death. Based on James Joyce's novella of the same name, ""The Dead"" tells the quiet story of a New Year's celebration in 1904 Dublin. Huston, his cast and his screenwriters, including his son Tony, have created a gem of a movie. The novella is among Joyce's finest works (as well as being the only one that is filmable). The film is a tribute to Huston's genius. He has taken a small,beautiful story and has made a small, beautiful movie. Donal McCann and Angelica Huston shine (although ""shine"" is too showy, too flashy a word to describe their quiet, understated performances). ""The Dead"" reflects the Huston family's love for Ireland and is, in its own quiet way, a fitting final movie for a legend.",,,,,,
,0,,imdb,sentiment,"I quite enjoyed The Wrecking Crew (1999), which was the last of the three films in this series (the first being Urban Menace (1999) which I've yet to see). I know it was baaaaad, but the three leads did a pretty decent job, all things considered.<br /><br />This, however, was truly atrocious. Ice-T was dreadful, and he's the producer! Can't say I've ever heard of Silkk The Shocker (who apparently never learnt how to spell), but his performance was one of the worst I've ever seen in a movie.<br /><br />Miss Jones did pretty well in her small role, though she later went on to make some atrocious, racist ""jokes"" on her radio show after the SE Asian tsunami (plus other occasions sadly). Way to go, girl...<br /><br />No-one else comes out with any credit. Strangely, TJ Storm and Ernie Hudson (who are both pretty bad here) are far better in The Wrecking Crew, which was made, along with Urban Menace, at the same time as Corrupt. How that works, I don't know.<br /><br />I'm going to try the Ice-T commentary now, to see whether he apologises for the film, or tries to make us think it's a great piece of film-making.",,,,,,
,0,,imdb,sentiment,"Victor Buono as the Devil? Surely somebody must have been drunk when that casting decision was made. That's not the worst part of this silly mish-mash of sundry haunted house devices but it gets my vote for being the funniest part of it. While the film is by no means terrible it doesn't even approach other 1970's ""haunted house"" flicks like Amityville Horror, The Changeling and The Legend of Hell House. The Evil can be entertaining in spots, but don't expect to be scared. It's better approached as what it is: a silly horror film made all the sillier by it's over-serious approach.",,,,,,
,0,,imdb,sentiment,"The comparisons between the 1995 version and this are inevitable. Sadly, this version falls far short.<br /><br />The casting is uninspired and the acting wooden. One gets the impression the director did not read the book,so did not understand the characters.<br /><br />Sir Walter Elliot is portrayed as pompous but his inadvertent silliness which Redgrave brilliantly captured (in the 1995 version) is nowhere to be found.<br /><br />The Musgrove sisters are so unlikable, one doesn't understand why Wentworth or anybody else would give them a second glance.<br /><br />The relationship between Wentworth and Anne is devoid of feeling.<br /><br />In the 1995 version, Hinds and Root managed to convey the depth of emotion the two of them felt towards each other with their body language and facial expressions. In this one, it is hard to understand Anne spent years mired in regret unless one has read the book.<br /><br />This production does not capture the emotional complexity of the main characters' relationship.<br /><br />In the scene where Wentworth walks in on Anne and Mary having breakfast, it seems to the viewer, as Mary thinks, they are only slight acquaintances.<br /><br />In the 1995 version, when Wentworth walks in (the first time he sees her in years), the tension is thick. Resentment is coming off Wentworth in waves, while Anne is almost overcome.<br /><br />In this version, while Wentworth is courting Lousia, it is as if he is truly invested, the undercurrents are missing. In the 1995 version, the viewer sees Wentworth's anger at Anne. He is flaunting his courtship in front of Anne, as if to say, ""see what you gave up, I don't need or want you anymore"".<br /><br />Yet he still cares if she suffers, as the scene where he asks his sister and the Admiral to take Anne back to house illustrates. In the 1995 version the viewer feels Anne's shock that he would care if she was tired, we also feel Wentworth's discomfort that he does still care. In this version he just walks on with Lousia as if nothing happened.<br /><br />The pivotal scene where Anne is conversing with Harville about who loves longest, man or woman, is totally botched. The actors are just reciting lines with no emotional investment.<br /><br />When Anne reads the letter from Wentworth, it is as if she is reading a grocery list.<br /><br />Contrast this to the 1995 version, where the viewer feels Anne's joy at her second chance. We are there with her as she reads the letter. The director had both actors reading the letter and you hear both their voices. Wentworth is full of frustration, passion and hope, while Anne's is at first incredulous then evolves in to joy.<br /><br />This production has more scenes after the revelation, probably because it was needed to explain to the viewer what just happened. The 1995 version didn't need to explain, we knew and rejoiced for the characters The only thing this production has in it's favor is it kept the Mrs. Smith sub plot intact, while the 1995 version did not.<br /><br />The 1995 version however did include part of Austen's original ending. The scene where Wentworth is commissioned by the Admiral to find out if Anne and Mr. Elliot will want to move back to her house (which he & Mrs. Croft are renting) after they marry. <br /><br />This is a production to avoid at all costs.",,,,,,
,1,,imdb,sentiment,"I still can't believe that computer graphics are able to create 3D images. The moment I heard it from my friends over at a forum, I swear to myself that I am going to make myself watch it.<br /><br />I managed to watch parts of it at a fellow shopping centre where they had many Advent Children DVDs and showed it at a few laptops for sale. Obviously I was overjoyed but it was still not enough. Then I headed off to YouTube.com to search for the movie. All I came up with was music video dedications. Until that fateful day...I found it. I watched it despite all the distractions because I knew that I have to watch or else I will be called a loser.<br /><br />Enough about me more on the movie. As if Final Fantasy VII wasn't enough, they made a movie about it! My most favourite part was the end of Sephiroth's life. Cloud's OmniSlash couldn't be better. But I wouldn't entirely spoil the show for you. You have to watch it for yourself!!! Get the DVD now!",,,,,,
,0,,imdb,sentiment,"First - nick-623, Pearl Harbor was bombed in 1941, not 1942. They didn't have to predict the bombing.<br /><br />Second - did nobody notice these six industrialist/lawyers/whatever were missing for a rather long amount of time? They were killed *before* the surgery took place! Third - how the heck did Lugosi get out of cabs without being seen? Fourth - why did the Japanese not just kill him, instead of putting him in jail with a convenient look-alike companion and his surgical kit? Fifth - oh, what's the use? This movie has a few interesting moments in it, but by the time they explain what's going on, you'll probably have stopped watching. If not, you won't care.",,,,,,
,1,,imdb,sentiment,"The first full-length film featuring the Aardman characters Wallace and Gromit manages to bring in elements of all the previous half-hour show which aired on television.<br /><br />Wallace runs a company to humanely capture rogue rabbits from people's vegetable gardens, and has the bright idea to try out his invention on the hapless bunnies once they're caught. Of course, as in other Wallace and Gromit films, things don't quite work out as planned.<br /><br />Similarly to A Close Shave, there's a love interest for Wallace, in this case the village Lady Posh, and a big mean villain with a bullish dog. Gromit is beautifully animated with a wide range of expressions making the character laugh out loud funny. And of course Peter Sallis provides the voice of Wallace again and is a perfect fit.<br /><br />And as in A Grand Day Out, cheese features heavily to great comedic effect as the film moves along.<br /><br />On the negative side this film is a little on the long side. There are great effects, and some pieces which make you sit up and watch, but perhaps this story would have worked better as another short subject rather than pushing it to feature-length.",,,,,,
,0,,imdb,sentiment,"Hey, I'm a fan of so-bad-so-good movies but there's nothing so-bad-so-good about Rise Of The Undead. It's just so-bad and that's it. No redeeming cheese, no unintentional humor, nothing! - boring apocalyptic Zombie (The ""Undead"" : a few people with hardly any make up) nonsense with lame special effects (if you can call those effects), dumb plot and annoying actors. They also have the nerve to rip off and quote from other (better) movies (Resident Evil, Dawn Of The Dead & Night Of The Comet) and managed to put me to sleep on the side. However, it was Rise Of My Eyelids once the end credits rolled though. My advice: save your money. It's not even worth a rental, unless you want to p*ss off and/or put some people to sleep then go ahead and give it a spin. You've been warned ;)",,,,,,
,1,,imdb,sentiment,"Surprisingly effective British drama about two very different people who find common ground, and in particular the ""flowering"" of one of them. An embittered, ""Spike""-type youth (McAvoy) with Deuchennes MD is placed in a home for the disabled and quickly makes friends with a youth (Robertson) with cerebral palsy. Robertson has never known anything outside of the home, but McAvoy has and he is bound and determined to get back into the real world. Together, they manage to do just that in this funny and heartwarming and often heartbreaking tale of inner strength overcoming physical shortcomings. The two leads are terrific, especially Robertson, who must surely have spent some time studying the disabled to pull off this tricky role. He appears in almost every scene, and acts up an absolute storm. To anyone who doesn't know, they might think he really has CB. Highly recommended.",,,,,,
